,usageKey,acceptedUsageKey,scientificName,canonicalName,verbatim_name,rank,status,confidence,matchType,kingdom,phylum,class,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,synonym,verbatim_index
779,2716719,NA,Cyperus strigosus L.,Cyperus strigosus,Cyperus strigosus,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,Cyperus strigosus,6,7707728,196,1369,7708,2713455,2716719,FALSE,779
780,5420916,NA,Decodon verticillatus (L.) Elliott,Decodon verticillatus,Decodon verticillatus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Decodon,Decodon verticillatus,6,7707728,220,690,6684,3188728,5420916,FALSE,780
781,2704509,NA,Distichlis spicata (L.) Greene,Distichlis spicata,Distichlis spicata,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Distichlis,Distichlis spicata,6,7707728,196,1369,3073,2704508,2704509,FALSE,781
782,3148260,NA,Doellingeria umbellata (Mill.) Nees,Doellingeria umbellata,Doellingeria umbellata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Doellingeria,Doellingeria umbellata,6,7707728,220,414,3065,7925763,3148260,FALSE,782
783,3166285,NA,Downingia elegans (Douglas ex Lindl.) Torr.,Downingia elegans,Downingia elegans,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Downingia,Downingia elegans,6,7707728,220,414,8801,3166274,3166285,FALSE,783
784,3166334,NA,Downingia laeta (Greene) Greene,Downingia laeta,Downingia laeta,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Downingia,Downingia laeta,6,7707728,220,414,8801,3166274,3166334,FALSE,784
785,5292775,NA,Dulichium arundinaceum (L.) Britton,Dulichium arundinaceum,Dulichium arundinaceum,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Dulichium,Dulichium arundinaceum,6,7707728,196,1369,7708,2730103,5292775,FALSE,785
786,8152867,NA,Echinochloa walteri (Pursh) A.Heller,Echinochloa walteri,Echinochloa walteri,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Echinochloa,Echinochloa walteri,6,7707728,196,1369,3073,2702794,8152867,FALSE,786
787,3039274,NA,Elaeagnus commutata Bernh. ex Rydb.,Elaeagnus commutata,Elaeagnus commutata,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,Elaeagnus commutata,6,7707728,220,691,2408,3039266,3039274,FALSE,787
788,5421107,NA,Elatine americana (Pursh) Arn.,Elatine americana,Elatine americana,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Elatinaceae,Elatine,Elatine americana,6,7707728,220,1414,6644,3189645,5421107,FALSE,788
789,5421100,NA,Elatine brachysperma A.Gray,Elatine brachysperma,Elatine brachysperma,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Elatinaceae,Elatine,Elatine brachysperma,6,7707728,220,1414,6644,3189645,5421100,FALSE,789
790,5421104,NA,Elatine minima (Nutt.) Fisch. & C.A.Mey.,Elatine minima,Elatine minima,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Elatinaceae,Elatine,Elatine minima,6,7707728,220,1414,6644,3189645,5421104,FALSE,790
791,5646185,NA,Elatine ojibwayensis Garneau,Elatine ojibwayensis,Elatine ojibwayensis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Elatinaceae,Elatine,Elatine ojibwayensis,6,7707728,220,1414,6644,3189645,5646185,FALSE,791
792,5421103,NA,Elatine rubella Rydb.,Elatine rubella,Elatine rubella,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Elatinaceae,Elatine,Elatine rubella,6,7707728,220,1414,6644,3189645,5421103,FALSE,792
793,2716981,NA,Eleocharis compressa Sull.,Eleocharis compressa,Eleocharis compressa,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis compressa,6,7707728,196,1369,7708,2716791,2716981,FALSE,793
794,2717152,NA,Eleocharis elliptica Kunth,Eleocharis elliptica,Eleocharis elliptica,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis elliptica,6,7707728,196,1369,7708,2716791,2717152,FALSE,794
795,2717342,NA,Eleocharis erythropoda Steud.,Eleocharis erythropoda,Eleocharis erythropoda,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis erythropoda,6,7707728,196,1369,7708,2716791,2717342,FALSE,795
796,2716904,NA,Eleocharis intermedia Schult.,Eleocharis intermedia,Eleocharis intermedia,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis intermedia,6,7707728,196,1369,7708,2716791,2716904,FALSE,796
797,2717467,NA,Eleocharis obtusa (Willd.) Schult.,Eleocharis obtusa,Eleocharis obtusa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis obtusa,6,7707728,196,1369,7708,2716791,2717467,FALSE,797
798,2717682,NA,Eleocharis robbinsii Oakes,Eleocharis robbinsii,Eleocharis robbinsii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis robbinsii,6,7707728,196,1369,7708,2716791,2717682,FALSE,798
799,2717550,NA,Eleocharis rostellata (Torr.) Torr.,Eleocharis rostellata,Eleocharis rostellata,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis rostellata,6,7707728,196,1369,7708,2716791,2717550,FALSE,799
800,2717149,NA,Eleocharis suksdorfiana Beauverd,Eleocharis suksdorfiana,Eleocharis suksdorfiana,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis suksdorfiana,6,7707728,196,1369,7708,2716791,2717149,FALSE,800
801,5329209,NA,Elodea bifoliata H.St.John,Elodea bifoliata,Elodea bifoliata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Elodea,Elodea bifoliata,6,7707728,196,551,3721,7454696,5329209,FALSE,801
802,5329212,NA,Elodea nuttallii (Planch.) H.St.John,Elodea nuttallii,Elodea nuttallii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Elodea,Elodea nuttallii,6,7707728,196,551,3721,7454696,5329212,FALSE,802
803,4104489,NA,Elymus violaceus (Hornem.) J.Feilberg,Elymus violaceus,Elymus violaceus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus violaceus,6,7707728,196,1369,3073,10465436,4104489,FALSE,803
804,3189139,NA,Epilobium coloratum Biehler,Epilobium coloratum,Epilobium coloratum,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium coloratum,6,7707728,220,690,2430,3189067,3189139,FALSE,804
805,8406741,3188786,Chamaenerion latifolium (L.) Sweet,Chamaenerion latifolium,Epilobium latifolium,GENUS,ACCEPTED,97,HIGHERRANK,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion latifolium,6,7707728,220,690,2430,8406741,3188786,FALSE,805
806,3189116,NA,Epilobium leptophyllum Raf.,Epilobium leptophyllum,Epilobium leptophyllum,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium leptophyllum,6,7707728,220,690,2430,3189067,3189116,FALSE,806
807,7396371,3189106,Epilobium strictum Muhl. ex Spreng.,Epilobium strictum,Epilobium strictum,SPECIES,SYNONYM,98,EXACT,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium densum,6,7707728,220,690,2430,3189067,3189106,TRUE,807
808,8144712,NA,Epipactis gigantea Douglas,Epipactis gigantea,Epipactis gigantea,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epipactis,Epipactis gigantea,6,7707728,196,1169,7689,8254469,8144712,FALSE,808
809,2687948,NA,Equisetum scirpoides Michx.,Equisetum scirpoides,Equisetum scirpoides,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,Equisetum scirpoides,6,7707728,7228684,954,3105,2687913,2687948,FALSE,809
810,2705323,NA,"Eragrostis hypnoides (Lam.) Britton, Sterns & Poggenb.",Eragrostis hypnoides,Eragrostis hypnoides,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis,Eragrostis hypnoides,6,7707728,196,1369,3073,2705322,2705323,FALSE,810
811,3146968,NA,Erigeron elatus (Hook.) Greene,Erigeron elatus,Erigeron elatus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron elatus,6,7707728,220,414,3065,3146588,3146968,FALSE,811
812,3147022,NA,Erigeron lonchophyllus Hook.,Erigeron lonchophyllus,Erigeron lonchophyllus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron lonchophyllus,6,7707728,220,414,3065,3146588,3147022,FALSE,812
813,2730203,NA,Eriophorum callitrix Cham. ex C.A.Mey.,Eriophorum callitrix,Eriophorum callitrix,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum callitrix,6,7707728,196,1369,7708,2730118,2730203,FALSE,813
814,2730259,NA,Eriophorum chamissonis C.A.Mey.,Eriophorum chamissonis,Eriophorum chamissonis,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum chamissonis,6,7707728,196,1369,7708,2730118,2730259,FALSE,814
815,2730177,NA,Eriophorum tenellum Nutt.,Eriophorum tenellum,Eriophorum tenellum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum tenellum,6,7707728,196,1369,7708,2730118,2730177,FALSE,815
816,2730250,NA,Eriophorum virginicum L.,Eriophorum virginicum,Eriophorum virginicum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum virginicum,6,7707728,196,1369,7708,2730118,2730250,FALSE,816
817,2730125,NA,Eriophorum viridicarinatum (Engelm.) Fernald,Eriophorum viridicarinatum,Eriophorum viridicarinatum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum viridicarinatum,6,7707728,196,1369,7708,2730118,2730125,FALSE,817
818,5386313,NA,Eucephalus engelmannii (D.C.Eaton) Greene,Eucephalus engelmannii,Eucephalus engelmannii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eucephalus,Eucephalus engelmannii,6,7707728,220,414,3065,7886829,5386313,FALSE,818
819,5401612,3138195,Eupatorium maculatum L.,Eupatorium maculatum,Eupatorium maculatum,SPECIES,SYNONYM,98,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eutrochium,Eutrochium maculatum,6,7707728,220,414,3065,3138186,3138195,TRUE,819
820,5402874,NA,Eupatorium perfoliatum L.,Eupatorium perfoliatum,Eupatorium perfoliatum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eupatorium,Eupatorium perfoliatum,6,7707728,220,414,3065,3142374,5402874,FALSE,820
821,3171962,NA,Euphrasia hudsoniana Fernald & Wiegand,Euphrasia hudsoniana,Euphrasia hudsoniana,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Euphrasia,Euphrasia hudsoniana,6,7707728,220,408,6651,3171955,3171962,FALSE,821
822,5396160,NA,Eurybia radula (Aiton) G.L.Nesom,Eurybia radula,Eurybia radula,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eurybia,Eurybia radula,6,7707728,220,414,3065,3120531,5396160,FALSE,822
823,3092782,NA,Euthamia graminifolia (L.) Nutt.,Euthamia graminifolia,Euthamia graminifolia,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Euthamia,Euthamia graminifolia,6,7707728,220,414,3065,7944033,3092782,FALSE,823
824,5375237,NA,Eutrema edwardsii R.Br.,Eutrema edwardsii,Eutrema edwardsii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Eutrema,Eutrema edwardsii,6,7707728,220,7225535,3112,3046942,5375237,FALSE,824
825,2927471,NA,Nephrophyllidium crista-galli (Menzies ex Hook.) Gilg,Nephrophyllidium crista-galli,Nephrophyllidium crista-galli,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Menyanthaceae,Nephrophyllidium,Nephrophyllidium crista-galli,6,7707728,220,414,2386,2927470,2927471,FALSE,825
826,2708280,NA,Fimbristylis autumnalis (L.) Roem. & Schult.,Fimbristylis autumnalis,Fimbristylis autumnalis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Fimbristylis,Fimbristylis autumnalis,6,7707728,196,1369,7708,2708034,2708280,FALSE,826
827,2913914,NA,Galium asprellum Michx.,Galium asprellum,Galium asprellum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium asprellum,6,7707728,220,412,8798,2913027,2913914,FALSE,827
828,2914640,NA,Galium labradoricum (Wiegand) Wiegand,Galium labradoricum,Galium labradoricum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium labradoricum,6,7707728,220,412,8798,2913027,2914640,FALSE,828
829,2913380,NA,Galium tinctorium L.,Galium tinctorium,Galium tinctorium,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium tinctorium,6,7707728,220,412,8798,2913027,2913380,FALSE,829
830,2913365,NA,Galium trifidum L.,Galium trifidum,Galium trifidum,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium trifidum,6,7707728,220,412,8798,2913027,2913365,FALSE,830
831,2913463,NA,Galium triflorum Michx.,Galium triflorum,Galium triflorum,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium triflorum,6,7707728,220,412,8798,2913027,2913463,FALSE,831
832,2882756,NA,Gaultheria hispidula (L.) Muhl. ex Bigelow,Gaultheria hispidula,Gaultheria hispidula,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaultheria,Gaultheria hispidula,6,7707728,220,1353,2505,2882751,2882756,FALSE,832
833,4168397,NA,Gaylussacia bigeloviana (Fernald) Sorrie & Weakley,Gaylussacia bigeloviana,Gaylussacia bigeloviana,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Gaylussacia,Gaylussacia bigeloviana,6,7707728,220,1353,2505,2882726,4168397,FALSE,833
834,3170124,NA,Gentiana douglasiana Bong.,Gentiana douglasiana,Gentiana douglasiana,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,Gentiana douglasiana,6,7707728,220,412,2503,3170037,3170124,FALSE,834
835,3170106,NA,Gentiana rubricaulis Schwein.,Gentiana rubricaulis,Gentiana rubricaulis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,Gentiana rubricaulis,6,7707728,220,412,2503,3170037,3170106,FALSE,835
836,3170045,NA,Gentiana sceptrum Griseb.,Gentiana sceptrum,Gentiana sceptrum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentiana,Gentiana sceptrum,6,7707728,220,412,2503,3170037,3170045,FALSE,836
837,3169917,NA,Gentianopsis crinita (Froel.) Ma,Gentianopsis crinita,Gentianopsis crinita,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianopsis,Gentianopsis crinita,6,7707728,220,412,2503,3169888,3169917,FALSE,837
838,3169899,NA,Gentianopsis detonsa (Rottb.) Ma,Gentianopsis detonsa,Gentianopsis detonsa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianopsis,Gentianopsis detonsa,6,7707728,220,412,2503,3169888,3169899,FALSE,838
839,3169901,NA,Gentianopsis virgata (Raf.) Holub,Gentianopsis virgata,Gentianopsis virgata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianopsis,Gentianopsis virgata,6,7707728,220,412,2503,3169888,3169901,FALSE,839
840,2889770,NA,Geocaulon lividum (Richardson) Fernald,Geocaulon lividum,Geocaulon lividum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Santalales,Comandraceae,Geocaulon,Geocaulon lividum,6,7707728,220,934,4936000,2889769,2889770,FALSE,840
841,5369762,NA,Geum peckii Pursh,Geum peckii,Geum peckii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum peckii,6,7707728,220,691,5015,3024294,5369762,FALSE,841
842,5369701,NA,Geum rivale L.,Geum rivale,Geum rivale,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum,Geum rivale,6,7707728,220,691,5015,3024294,5369701,FALSE,842
843,2705493,NA,Glyceria borealis (Nash) Batch.,Glyceria borealis,Glyceria borealis,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria borealis,6,7707728,196,1369,3073,2705475,2705493,FALSE,843
844,2705512,NA,Glyceria canadensis (Michx.) Trin.,Glyceria canadensis,Glyceria canadensis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria canadensis,6,7707728,196,1369,3073,2705475,2705512,FALSE,844
845,2705491,NA,Glyceria grandis S.Watson,Glyceria grandis,Glyceria grandis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria grandis,6,7707728,196,1369,3073,2705475,2705491,FALSE,845
846,2705510,NA,Glyceria leptostachya Buckley,Glyceria leptostachya,Glyceria leptostachya,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria leptostachya,6,7707728,196,1369,3073,2705475,2705510,FALSE,846
847,2705498,NA,Glyceria melicaria (Michx.) F.T.Hubb.,Glyceria melicaria,Glyceria melicaria,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria melicaria,6,7707728,196,1369,3073,2705475,2705498,FALSE,847
848,2705489,NA,Glyceria obtusa (Muhl.) Trin.,Glyceria obtusa,Glyceria obtusa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria obtusa,6,7707728,196,1369,3073,2705475,2705489,FALSE,848
849,2705511,NA,Glyceria pulchella (Nash) K.Schum.,Glyceria pulchella,Glyceria pulchella,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria pulchella,6,7707728,196,1369,3073,2705475,2705511,FALSE,849
850,2705503,NA,Glyceria striata (Lam.) Hitchc.,Glyceria striata,Glyceria striata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria striata,6,7707728,196,1369,3073,2705475,2705503,FALSE,850
851,2965778,NA,Glycyrrhiza lepidota Pursh,Glycyrrhiza lepidota,Glycyrrhiza lepidota,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Glycyrrhiza,Glycyrrhiza lepidota,6,7707728,220,1370,5386,2965731,2965778,FALSE,851
852,5390744,NA,Gnaphalium palustre Nutt.,Gnaphalium palustre,Gnaphalium palustre,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium,Gnaphalium palustre,6,7707728,220,414,3065,5390705,5390744,FALSE,852
853,3171932,NA,Gratiola ebracteata Benth. ex A.DC.,Gratiola ebracteata,Gratiola ebracteata,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Gratiola,Gratiola ebracteata,6,7707728,220,408,2420,3171914,3171932,FALSE,853
854,3171919,NA,Gratiola neglecta Torr.,Gratiola neglecta,Gratiola neglecta,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Gratiola,Gratiola neglecta,6,7707728,220,408,2420,3171914,3171919,FALSE,854
855,2949263,NA,Hedysarum alpinum L.,Hedysarum alpinum,Hedysarum alpinum,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hedysarum,Hedysarum alpinum,6,7707728,220,1370,5386,2960767,2949263,FALSE,855
856,2925786,NA,Heliotropium curassavicum L.,Heliotropium curassavicum,Heliotropium curassavicum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,Heliotropium curassavicum,6,7707728,220,7226464,4930387,2925766,2925786,FALSE,856
857,3034826,NA,Heracleum maximum W.Bartram,Heracleum maximum,Heracleum maximum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,Heracleum maximum,6,7707728,220,1351,6720,3034824,3034826,FALSE,857
858,2766116,NA,Heteranthera dubia (Jacq.) MacMill.,Heteranthera dubia,Heteranthera dubia,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Commelinales,Pontederiaceae,Heteranthera,Heteranthera dubia,6,7707728,196,553,3731,2766108,2766116,FALSE,858
859,3152596,NA,Hibiscus moscheutos L.,Hibiscus moscheutos,Hibiscus moscheutos,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus,Hibiscus moscheutos,6,7707728,220,941,6685,3152542,3152596,FALSE,859
860,5544673,NA,Hippuris ×lanceolata Retz.,Hippuris lanceolata,Hippuris lanceolata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Hippuris,Hippuris lanceolata,6,7707728,220,408,2420,3039572,5544673,FALSE,860
861,3034603,NA,Hydrocotyle americana L.,Hydrocotyle americana,Hydrocotyle americana,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle americana,6,7707728,220,1351,8800,3034601,3034603,FALSE,861
862,3034614,NA,Hydrocotyle umbellata L.,Hydrocotyle umbellata,Hydrocotyle umbellata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle umbellata,6,7707728,220,1351,8800,3034601,3034614,FALSE,862
863,3189470,NA,Hypericum anagalloides Cham. & Schltdl.,Hypericum anagalloides,Hypericum anagalloides,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum anagalloides,6,7707728,220,1414,4900406,3189452,3189470,FALSE,863
864,3189503,NA,Hypericum boreale (Britton) E.P.Bicknell,Hypericum boreale,Hypericum boreale,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum boreale,6,7707728,220,1414,4900406,3189452,3189503,FALSE,864
865,3189485,NA,Hypericum ellipticum Hook.,Hypericum ellipticum,Hypericum ellipticum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum ellipticum,6,7707728,220,1414,4900406,3189452,3189485,FALSE,865
866,3189530,NA,Hypericum majus (A.Gray) Britton,Hypericum majus,Hypericum majus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum majus,6,7707728,220,1414,4900406,3189452,3189530,FALSE,866
867,2891774,NA,Impatiens capensis Meerb.,Impatiens capensis,Impatiens capensis,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens capensis,6,7707728,220,1353,6699,2891766,2891774,FALSE,867
868,2891779,NA,Impatiens noli-tangere L.,Impatiens noli-tangere,Impatiens noli-tangere,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,Impatiens,Impatiens noli-tangere,6,7707728,220,1353,6699,2891766,2891779,FALSE,868
869,5298850,NA,Iris brevicaulis Raf.,Iris brevicaulis,Iris brevicaulis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,Iris brevicaulis,6,7707728,196,1169,7698,2748017,5298850,FALSE,869
870,5298923,NA,Iris missouriensis Nutt.,Iris missouriensis,Iris missouriensis,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,Iris missouriensis,6,7707728,196,1169,7698,2748017,5298923,FALSE,870
871,5298650,NA,Iris prismatica Pursh,Iris prismatica,Iris prismatica,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,Iris prismatica,6,7707728,196,1169,7698,2748017,5298650,FALSE,871
